Price,Area,No. of Bedrooms
4000000,1005,2
4100000,1055,2
4100000,1055,2
5100000,1280,3
4100000,1055,2
4100000,1053,2
4100000,1054,2
5300000,1361,3
5300000,1365,3
15700000,1750,3
2876000,788,2
2620000,718,2
3668000,1005,2
4100000,1054,2
5300000,1361,3
5300000,1365,3
15700000,1750,3
2876000,788,2
2620000,718,2
3668000,1005,2
4861000,1332,3
4880000,1122,2
4900000,1215,2
10500000,1482,3
9614000,1346,2
8800000,1232,2
5933000,1745,3
5644000,1660,3
11900000,1850,3
11800000,1850,3
12200000,1850,3
12100000,1850,3
12500000,1850,3
12100000,1850,3
12300000,1850,3
11500000,1850,3
11900000,1850,3
4854000,1116,2
5561000,1209,2
5694000,1238,2
5750000,1250,2
5497000,1195,2
5625000,1223,2
4815000,1107,2
5050000,1161,2
4619000,1062,2
4785000,1100,2
7356000,1113,2
6916000,1040,2
7778000,1183,2
7452000,1129,2
7428000,1125,2
7873999,1199,2
44900000,4450,4
43400000,4310,4
40300000,4000,4
4972000,1143,2
4737000,1089,2
8218000,1505,3
8370999,1535,3
8039000,1470,3
5868000,1045,2
6021000,1075,2
7194000,1290,2
7581000,1380,2
8137000,1465,3
19300000,1901,3
30900000,3029,3
17500000,1447,3
25000000,2293,4
5500000,1170,2
9267000,1685,3
8717000,1585,3
8045999,1463,3
7631999,1482,3
6612000,1284,2
5443000,1057,2
5339000,1047,2
5253000,1030,2
8088000,1586,3
7073000,1387,3
6395000,1254,2
7272000,1426,3
7109000,1394,3
7293000,1430,3
7655000,1501,3
6808000,1335,3
11600000,1835,3
11700000,1850,3
11700000,1860,3
11200000,1765,3
11500000,1830,3
11000000,1730,3
8800000,1195,2
15400000,2321,3
7900000,1393,3
16500000,1800,3
3024000,720,1
5250000,1250,2
5145000,1225,2
4998000,1190,2
5040000,1200,2
4620000,1100,2
3420000,1140,2
2820000,940,2
3960000,1320,3
3479999,1160,2
2880000,960,2
3180000,1060,2
5100000,1140,2
8800000,1195,2
15400000,2321,3
11000000,1655,3
5250000,1080,2
8230000,1555,3
5400000,960,2
5400000,1225,2
8500000,1555,3
8600000,1555,3
10200000,1576,3
11100000,1709,3
10000000,1550,3
11700000,1813,3
11299999,1746,3
11100000,1717,3
10800000,1665,3
10700000,1657,3
11500000,1773,3
13100000,1846,3
10500000,1482,3
9614000,1346,2
8800000,1232,2
26200000,2600,4
36200000,3590,4
37500000,3701,4
31700000,3170,4
28400000,2807,4
7262000,1462,3
6659999,1172,2
8087000,1478,3
6213000,1251,2
7840000,1589,3
8897000,1629,3
7262000,1462,3
29300000,3012,4
9999000,1901,3
25500000,1839,3
34000000,2461,4
17500000,1249,2
34500000,2503,4
19500000,1385,2
8800000,1195,2
15400000,2321,3
11000000,1655,3
9277000,1275,2
11600000,1615,3
10900000,1515,3
10500000,1455,3
9859000,1360,3
4550000,1011,1
40400000,3517,4
33100000,2883,3
40199999,3498,4
41600000,3621,4
33600000,2929,3
32000000,2791,3
5771000,1178,2
6412000,1309,2
8362000,1707,3
6388000,1304,2
3747000,765,1
7309000,1492,3
5354000,1093,2
4595000,938,1
8323000,1699,3
7348000,1500,3
9494000,1938,3
7234999,1477,3
6241000,1274,2
5266000,1075,2
4982000,1017,2
8514000,1738,3
6285000,1283,2
6158000,1257,2
3488000,712,1
8234999,1120,2
10600000,1450,3
8676000,1180,2
5661000,770,1
10500000,1430,3
9558000,1300,2
11900000,1630,3
8897000,1210,2
6984999,950,2
10800000,1480,3
9264000,1260,2
7426000,1010,2
11200000,1530,3
11700000,1600,3
5000000,680,1
6691000,910,1
8100000,718,2
10900000,905,3
10500000,972,3
4800000,1310,3
13500000,2350,3
68700000,4053,4
4359000,814,2
8570000,1405,3
23500000,3613,4
10500000,1482,3
9614000,1346,2
8800000,1232,2
8779000,1245,2
9900000,1545,3
46100000,2678,3
5055000,966,3
6819000,1286,3
3872999,708,2
8370999,1535,3
8039000,1470,3
5868000,1045,2
6021000,1075,2
7194000,1290,2
7581000,1380,2
8137000,1465,3
6612000,1284,2
5443000,1057,2
7631999,1482,3
4371000,930,1
4371000,930,1
4888000,1040,1
4582000,975,2
4371000,930,1
4888000,1040,1
4582000,975,2
4831000,1028,2
4845000,1031,2
4855000,1033,2
5200000,1407,1
4163000,905,1
4950000,1107,1
4738000,1030,1
7356000,1113,2
6916000,1040,2
7778000,1183,2
7452000,1129,2
7428000,1125,2
7873999,1199,2
6655000,1151,2
7476000,1295,2
9762000,1696,3
9785000,1700,3
17900000,2700,3
16000000,1900,3
16000000,1900,3
16000000,1900,3
16500000,2000,3
28000000,2700,2
18500000,2200,3
5301000,1178,2
8900000,1500,3
6061000,1350,2
7408000,1650,3
6083000,1355,3
5949000,1325,2
5657000,1260,2
5500000,1225,2
5837000,1300,2
5848000,1082,3
5089000,883,2
4789000,800,2
50100000,4622,4
50100000,4622,4
4600000,1097,2
4500000,1076,2
5150000,1235,2
6233000,1163,2
10100000,1560,3
3500000,538,1
11600000,1873,3
68700000,4053,4
9335000,1476,3
8001000,1265,3
9658000,1527,3
3500000,538,1
11600000,1891,3
11399999,1877,3
11000000,1845,3
11500000,1888,3
11700000,1892,3
10800000,1798,3
11200000,1862,3
5900000,1216,2
8500000,1340,3
23600000,3628,4
3800000,1000,2
4500000,1076,2
4600000,1097,2
4550000,1076,2
5150000,1235,2
4700000,1124,1
4560000,1076,2
4635000,1097,2
10600000,1635,3
46500000,4332,4
5670000,1260,2
6000000,1272,2
30500000,3596,4
36000000,4239,5
22599999,2666,3
15700000,1750,3
13899999,1545,3
8365000,1195,3
7831999,1205,3
7767000,1195,3
9174000,1044,3
8662000,1230,3
9100000,1300,3
9100000,1300,3
7831999,1205,3
8874000,1305,3
8492000,1205,3
7767000,1195,3
7000000,1375,3
7000000,1375,3
14700000,1545,3
8435000,1205,3
8365000,1195,3
7831999,1205,3
8435000,1205,3
8365000,1195,3
8874000,1305,3
8365000,1195,3
8492000,1205,3
7767000,1195,3
13899999,1545,3
13899999,1545,3
13899999,1545,3
13899999,1545,3
13899999,1545,3
13899999,1545,3
10800000,1901,3
10800000,1901,3
7900000,1337,3
7900000,1337,3
13799999,1978,3
9436000,1505,3
8700000,1535,3
6400000,1110,2
9200000,1455,3
7000000,1105,2
8200000,1271,3
6300000,1078,2
27799999,3273,3
22900000,2697,3
45000000,5300,5
30800000,3633,4
45700000,5384,5
36400000,4289,5
7900000,1393,3
113400000,4977,4
10600000,1635,3
10600000,1635,3
9200000,1475,3
8700000,1360,3
10100000,1560,3
8570000,1405,3
8700000,1360,3
8025000,1408,3
4300000,1076,2
11399999,1841,3
6300000,1183,2
10300000,1620,3
11500000,1869,3
7900000,1337,3
8700000,1360,3
10100000,1470,3
10800000,1575,3
9446000,1360,2
11700000,1715,3
8306999,1184,2
4883000,655,1
11500000,1680,3
8378000,1195,2
5951000,820,1
6884999,1215,2
7959999,1290,2
7975000,1505,3
7625000,1535,3
5760000,1465,3
6884999,1075,2
6331000,1290,3
15700000,1045,2
14500000,1846,3
13700000,1630,3
10800000,1482,3
10500000,1232,2
8200000,2305,3
7800000,1047,2
9990000,1047,2
12400000,1397,3
20000000,1724,3
5100000,2278,3
6400000,1145,2
5400000,1073,2
8900000,935,2
8900000,1500,3
23500000,1500,3
9200000,3613,4
6600000,1475,3
4940000,1576,3
6600000,1235,2
4670000,1576,3
4340000,1184,2
6690000,1099,2
5690000,1610,3
6650000,1442,2
6650000,1610,3
7540000,1610,3
9685000,1160,2
7150000,1490,3
5150000,1100,2
6555000,1235,2
7500000,1576,3
9500000,1060,2
9810000,1264,3
9640000,1759,3
9240000,1728,3
9140000,1653,3
9120000,1634,3
9020000,1631,3
8940000,1614,3
7950000,1598,3
7940000,1376,2
7930000,1375,2
7900000,1372,2
7850000,1368,2
7050000,1358,2
7180000,1210,2
7220000,1235,2
7140000,1241,2
3940000,1227,2
7900000,644,1
7100000,1368,2
6980000,1220,2
3940000,1197,2
12600000,644,1
7845999,1204,3
10300000,721,2
11900000,956,3
9300000,2170,3
7040000,1691,3
18100000,1225,2
6169000,1253,3
24900000,427,1
12300000,1746,4
20600000,810,2
8025000,1433,3
17300000,1408,2
4671000,2494,4
8672000,1038,2
5229000,910,2
5780000,1162,2
8545000,1144,2
6381000,1899,3
5364000,1271,2
6201000,1192,2
8716000,1233,2
8100000,1937,3
5970000,1675,3
5964000,1205,2
5503000,1269,2
5625000,1171,2
5329000,1197,2
9267000,969,2
8717000,1685,3
8045999,1585,3
6986000,1463,3
6081000,1277,2
7891000,1111,2
6070000,1443,3
5961000,1109,2
8442000,1089,2
9003000,1544,3
5923000,1647,3
6174000,1082,2
5994000,1128,2
8180000,1095,2
7662000,1496,3
5000000,1401,3
5780000,486,1
6201000,1144,2
8441000,1233,2
5143000,891,2
12100000,1143,2
8672000,1213,3
5229000,910,2
8545000,1162,2
6381000,1899,3
5364000,1271,2
8716000,1192,2
8100000,1937,3
5970000,1675,3
6187000,1205,2
6780000,1250,2
8070000,1375,2
8954000,1665,3
8800000,1216,2
15400000,1195,2
11000000,2321,3
7595999,1655,3
7281000,1310,2
7995999,1251,2
10100000,1385,3
7329000,1470,3
10800000,1260,2
4076000,1575,3
9446000,651,1
11700000,1360,2
9118000,1715,3
8306999,1595,3
8958000,1184,2
4883000,1565,3
7703000,655,1
11500000,1330,2
8378000,1680,3
5951000,1195,2
8216000,820,1
19500000,1170,2
18500000,2597,4
12500000,2569,4
18000000,1775,3
12200000,2591,4
11700000,1730,3
3915999,1597,3
2691000,1310,3
3946000,900,2
3528000,1320,3
3677000,1180,2
3094000,1230,3
3886999,1035,2
4006000,1300,3
3229000,1340,3
3217000,1080,2
3217000,1154,2
3217000,1154,2
3217000,1154,2
5500000,1154,2
5500000,692,3
4600000,692,3
4000000,1389,3
4000000,1114,2
2800000,1140,2
38200000,1075,3
30299999,3800,4
7600000,3335,4
7600000,1527,3
9400000,1527,3
32599999,1485,2
32799999,2415,3
32200000,2436,3
48600000,2390,3
26400000,3600,4
49100000,1760,2
34800000,3643,4
33200000,2578,3
35100000,2461,3
13400000,2601,3
16900000,1510,3
3900000,1903,3
2400000,1573,3
3900000,994,2
2900000,1573,3
2400000,1174,2
3700000,995,2
3200000,1473,3
5000000,1281,2
6200000,1000,1
4000000,1075,2
3900000,1639,3
2400000,1574,3
4600000,994,2
4600000,1075,2
4000000,1075,2
3800000,1640,3
3600000,1529,3
3400000,1473,3
3200000,1371,3
3200000,1281,2
2400000,1281,2
2900000,995,2
2400000,1174,2
2500000,994,2
2500000,995,2
6200000,994,2
6200000,1075,2
6200000,1075,2
7400000,1075,2
6100000,1290,3
2400000,1045,2
7500000,994,2
4100000,1290,3
3900000,1639,3
3800000,1573,3
2900000,1529,2
2400000,1174,2
3200000,995,2
34500000,1281,2
32200000,2557,3
32200000,2391,3
32500000,2386,3
47600000,2409,3
31900000,3526,4
25700000,2367,3
46300000,1718,2
47600000,3436,4
16299999,3533,4
7972000,1906,3
7145999,1362,2
9899000,1273,2
7320000,1705,3
8954000,1304,2
8800000,1216,2
15400000,1195,2
11000000,2321,3
6998000,1655,3
6695999,1505,3
8737000,1440,3
7816000,1879,3
6742000,1681,3
8760000,1450,3
8002000,1884,3
4000000,1721,3
3900000,1639,3
4600000,1529,3
4800000,465,1
7600000,488,1
2750000,815,2
12000000,850,2
2100000,2814,4
23500000,1022,2
22500000,2560,3
12500000,2000,3
23500000,1100,2
5900000,1580,3
9960000,1086,1
5900000,1629,2
9960000,1086,1
7792000,1629,2
9960000,1314,1
7792000,1629,2
9960000,1314,1
7792000,1629,2
9960000,1314,1
7792000,1629,2
9960000,1314,1
7792000,1629,2
9960000,1314,1
7792000,1629,2
6586000,1314,1
11000000,1198,2
5900000,1500,3
5900000,1086,1
5900000,1086,1
5900000,1086,1
6200000,1086,1
5900000,1086,1
5900000,1086,1
6200000,1086,1
23200000,1086,1
58800000,1940,3
23700000,4900,5
22900000,1975,3
46000000,1910,3
23400000,3835,4
45000000,1950,3
48099999,3755,4
31200000,4010,4
25200000,2600,4
23200000,2100,3
63700000,1940,3
46800000,5310,5
24600000,3900,4
49200000,2050,3
31300000,4105,4
13500000,2610,4
13300000,1760,4
13100000,1725,4
11700000,1693,4
11500000,1513,3
10300000,1479,3
11600000,1322,2
13200000,1455,3
11399999,1713,4
4607000,1427,3
13400000,966,2
6000000,1743,4
5434000,1286,3
4000000,1163,2
3522999,814,2
6299000,708,2
7692000,1142,2
8056000,1414,3
8076000,1485,3
6739000,1489,3
8737000,1228,2
6723999,1618,3
6775000,1225,2
8640000,1235,2
9311000,1599,3
13200000,1730,3
16299999,2088,3
8629000,2574,3
13000000,1359,2
13799999,2061,3
5556000,2187,3
4507000,1372,3
5313000,1113,2
5593000,1312,3
4264000,1381,3
5872000,1053,2
4511000,1450,3
4463000,1114,2
5690000,1102,2
4637000,1405,3
4353000,1145,2
4410000,1075,2
5475000,1089,2
4649000,1352,3
4382000,1148,2
4305000,1082,2
5621000,1063,2
4301000,1388,3
5641000,1062,2
4280000,1393,3
4855000,1057,2
11200000,1199,2
8672000,1620,3
14000000,1235,2
14000000,2170,3
14000000,2170,3
10900000,2170,3
10900000,1691,3
14000000,1691,3
10900000,2170,3
10900000,1691,3
63600000,1691,3
13300000,2793,3
11000000,1900,3
4400000,1446,3
4400000,1119,2
4400000,1119,2
19000000,1119,2
25000000,1600,2
9324000,1900,2
6859999,1332,3
7165000,980,2
6130000,1269,3
20400000,1126,2
17600000,2360,3
7200000,2307,3
6300000,1275,3
5200000,1135,2
7326000,1250,2
5780000,1404,3
6381000,1144,2
6201000,1271,2
8954000,1233,2
8800000,1216,2
15400000,1195,2
11000000,2321,3
9100000,1655,3
16500000,1400,3
7145000,1792,3
6185000,1262,3
10900000,1124,2
10900000,1515,3
10600000,1515,3
10600000,1650,3
8700000,1650,3
6100000,1731,3
18100000,1185,2
9480000,2104,3
18900000,988,1
22599999,1860,3
22200000,3265,4
7631999,3210,4
5443000,1482,3
13600000,1057,2
9500000,2661,3
5200000,1892,3
14000000,1251,2
14000000,2300,3
14000000,2300,3
8023000,2300,3
11000000,1605,3
8523000,2215,3
8198000,1705,3
9898000,1640,3
8073000,1980,3
8423000,1615,3
8773000,1685,3
7948000,1755,3
12800000,1590,3
5000000,1875,3
12100000,695,1
10200000,1760,3
8441000,1470,2
11200000,1200,2
6000000,1630,3
6000000,1422,3
6000000,1422,3
7800000,1422,3
9900000,1058,2
9505000,1545,3
4179999,1422,3
7200000,1100,2
10200000,1275,3
11100000,1576,3
8779000,1709,3
7356000,1245,2
6916000,1113,2
7778000,1040,2
7452000,1183,2
7428000,1129,2
7873999,1125,2
4600000,1199,2
4800000,465,1
7600000,488,1
7595999,815,2
7281000,1310,2
7995999,1251,2
7329000,1385,3
4076000,1260,2
9118000,651,1
8958000,1595,3
7703000,1565,3
8005000,1330,2
6400000,1420,3
7009999,1208,2
10400000,1307,2
10600000,1605,3
12400000,1640,3
10400000,1940,3
10300000,1610,3
14200000,1590,3
9117000,2225,4
13700000,1395,3
10600000,2150,4
11500000,1650,3
10900000,1790,3
16399999,1700,3
21800000,1776,3
27900000,2370,3
6300000,3012,4
7145000,1300,3
6322000,1272,3
5329000,1132,2
9267000,969,2
8717000,1685,3
8045999,1585,3
6612000,1463,3
19500000,1284,2
13799999,2805,4
13899999,2686,3
14500000,2796,3
13700000,2798,3
5305000,2671,3
5143000,1179,2
7559999,1143,2
5229000,1680,3
8545000,1162,2
5364000,1899,3
8716000,1192,2
7320000,1937,3
8900000,1304,2
4410000,1195,2
5605000,1093,2
6126000,1419,2
5115000,1551,3
4724000,1295,2
4957000,1196,2
6043000,1255,2
5004000,1530,3
4483000,1267,2
11399999,1135,2
13000000,1880,3
11000000,2180,4
11299999,1805,3
5810000,1850,3
5810000,1102,2
4400000,1102,2
6011000,1092,2
6011000,1419,3
7000000,1419,3
6400000,1306,2
7490000,1206,2
3300000,1205,2
5800000,900,2
5300000,1100,2
5300000,1315,3
6400000,1315,3
6400000,1205,2
4300000,1205,2
8105000,1119,2
6705000,1516,3
9405000,1137,2
5280000,1345,2
5404000,1135,2
5507000,1165,2
6916000,1190,2
5549000,1530,3
11500000,1200,2
10000000,1773,3
11700000,1550,3
11299999,1813,3
11100000,1746,3
10800000,1717,3
10700000,1665,3
5200000,1657,3
5200000,980,2
5200000,980,2
17200000,980,2
22799999,1776,3
17300000,2370,3
29300000,1792,3
7972000,3012,4
7145999,1362,2
9899000,1273,2
7134999,1705,3
6310000,1270,3
6310000,1131,2
7534999,1131,2
5200000,1726,2
5200000,1250,2
3888000,1250,2
3870000,1080,2
4032000,1075,2
3779999,1120,2
4572000,1050,2
4212000,1270,2
4320000,1170,2
5008000,1200,2
4999000,1102,2
4659000,1100,2
4118000,1412,3
3940000,1248,2
3828000,1194,2
3927000,1160,2
3960000,1190,2
4659000,1200,2
4118000,1412,3
3940000,1248,2
3828000,1194,2
3927000,1160,2
3960000,1190,2
6148000,1200,2
5848000,1083,3
5089000,1082,3
4789000,883,2
55000000,800,2
24000000,4686,4
16100000,2235,3
16700000,2686,3
16700000,2796,3
20700000,2798,3
15900000,3450,4
11299999,2661,3
16000000,1892,3
9899000,2671,3
9899000,1705,3
8000000,1705,3
23600000,1408,3
8500000,3628,4
11500000,1340,3
7931999,1940,3
32500000,1316,2
8295999,2100,4
9000000,1360,3
9639000,1182,2
8900000,1530,3
25600000,1500,3
9881000,3949,4
6310000,1545,3
7138000,1135,2
6266000,1271,3
4995000,1129,2
5175000,1110,2
3195000,1150,3
4950000,710,2
5107000,1100,2
22000000,1135,3
22000000,2368,3
17000000,2368,3
14600000,1810,3
12100000,1665,3
10700000,1420,3
7015000,1245,2
4700000,1352,3
5179000,1050,2
8000000,1085,2
7900000,1660,3
8200000,1600,3
9000000,1495,2
7122000,1125,2
6222000,1269,3
4500000,1125,2
6500000,1119,2
6900000,1319,2
16900000,1319,1
9200000,3450,4
8800000,1475,3
7015000,1300,2
4700000,1352,3
7678000,1002,2
5179000,1600,3
7780000,1085,2
5652000,1465,3
3186000,1035,2
3271000,1080,2
2852000,1109,2
3206000,967,2
3009000,1087,2
2979000,1020,2
3250000,1010,2
8749000,1102,2
6870000,1839,3
8243000,1419,2
6210000,1726,3
5311000,1128,2
6300000,1314,3
5950000,1010,2
19800000,1002,2
7150000,2508,4
6175000,1271,3
2633000,1129,2
2900000,1075,2
4900000,1000,2
5360000,1380,2
6709999,1375,3
5703000,1135,2
5000000,1068,2
9400000,1208,2
7134999,1347,2
6210000,1271,3
8800000,1129,2
10000000,1411,3
5401000,1777,3
27500000,1031,2
5710000,2130,3
6016000,1066,2
6534999,1418,3
3888000,1236,3
9410000,919,2
8009999,1348,2
6210000,1427,3
7005000,1007,2
3820000,1308,2
7150000,921,2
6534000,1260,3
3708000,1237,2
5700000,918,2
5600000,1065,2
7200000,1335,2
6225000,1275,3
8600000,1125,2
5702000,1340,2
6767000,1067,2
16500000,1304,3
21500000,1900,3
8012000,2200,3
3711999,1425,3
6200000,917,2
5000000,1006,2
9000000,1200,2
8006999,1584,3
8218000,1425,3
8370999,1505,3
8039000,1535,3
5868000,1470,3
6021000,1045,2
7194000,1075,2
7581000,1290,2
8137000,1380,2
7500000,1465,3
3710000,1204,2
4500000,916,2
38000000,850,1
27000000,3000,4
13500000,3250,4
5146000,1800,3
8900000,971,2
7150000,1400,3
11700000,1266,3
6400000,925,2
15900000,1049,2
7175000,1285,3
15500000,1265,3
21000000,2026,3
7200000,2731,4
7400000,1275,3
11800000,1182,2
9900000,940,2
21500000,1530,3
6200000,2437,3
6017000,1266,2
4900000,1417,2
9400000,1204,2
8005000,1347,2
6200000,1423,3
3704999,1005,2
6356000,915,2
6533000,1135,2
12800000,1236,2
12700000,1670,3
6220000,1682,3
16100000,1125,2
6175000,1900,3
6256000,1120,2
6356000,1130,2
10200000,1135,2
9000000,1083,2
7000000,1446,3
8100000,1040,2
17100000,1618,3
26000000,1717,3
15800000,2689,4
6325000,1270,3
21000000,1130,2
7500000,1836,3
22500000,1263,3
4999000,2000,3
4318000,1143,2
6310000,814,2
6519000,1104,2
11399999,1230,2
5509000,2000,3
11399999,1205,2
5046000,2000,3
4262000,966,2
7843000,1075,2
6356000,1180,2
7200000,1135,2
6500000,1275,3
92100000,1495,3
78700000,3282,4
74300000,2826,3
23500000,2779,3
6626000,1580,3
3759000,1300,2
5921000,690,1
7331000,1150,2
5968000,1450,3
6015000,1160,2
23500000,1170,2
6000000,1580,3
8000000,1143,3
8400000,1419,3
4500000,1047,2
4700000,1119,2
4500000,1140,2
13700000,1119,2
4060000,1724,3
9501000,883,2
7200000,1450,3
3600000,1275,3
3864000,910,2
4349000,708,2
4349000,814,2
6522000,814,2
50000000,1233,2
47500000,4053,4
49800000,3766,4
74300000,3357,4
6626000,2779,3
5592000,1300,2
4840000,1080,2
5921000,920,2
5498000,1150,2
6015000,1060,2
5545000,1170,2
6600000,1070,2
6000000,1116,2
5400000,1005,2
5300000,903,2
23600000,884,2
22000000,1759,2
21000000,2600,3
115000000,2440,3
7800000,4150,3
5592000,1318,3
4840000,1080,2
5921000,920,2
5498000,1150,2
6015000,1060,2
5545000,1170,2
6950000,1070,2
6711000,1392,2
4209000,1320,3
5478000,771,1
3267000,1128,2
11100000,568,1
6731000,2221,4
6385000,1268,2
10800000,1272,2
6023000,2147,4
5039000,1372,3
4943000,1148,2
4938000,1126,2
9025000,1125,2
4987000,2056,3
6299000,1136,2
7175000,1435,3
15800000,1275,3
11800000,1282,3
14000000,1541,2
3800000,3500,3
6300000,1100,2
6300000,1096,2
5754000,1096,2
3465000,1370,3
4158000,825,1
4704000,990,2
6000000,1120,2
6000000,1200,3
3978000,1200,3
3776000,920,2
3836999,870,2
4686000,885,2
3232000,1040,2
2768000,735,2
3917000,620,1
3877000,905,2
2558000,895,2
3554000,568,1
4699000,815,2
4399000,1140,2
5999000,1119,2
7500000,1390,3
6998000,1200,2
6523000,1306,2
6313000,1234,2
3619000,1106,2
6000000,912,2
6709999,1304,3
7509999,1131,2
7800000,1201,2
8000000,1050,2
6313000,1421,3
3700000,1106,2
4400000,913,2
4948000,1119,2
4928000,1105,3
10300000,1100,2
10300000,1590,3
10400000,1590,3
10600000,1605,3
10400000,1640,3
12400000,1605,3
10600000,1940,3
12400000,1640,3
10400000,1940,3
10400000,1610,3
11500000,1610,3
11500000,1790,3
14200000,1790,3
14200000,2225,4
9117000,2225,4
9117000,1395,3
13700000,1395,3
4400000,2150,4
4948000,1119,2
4928000,1105,3
6498000,1100,2
6311000,1400,3
6300000,1105,2
6300000,1400,3
4809000,1400,3
6700000,904,2
29900000,1770,3
28600000,3729,4
44700000,3660,4
3611000,5366,5
5500000,911,2
69500000,1177,2
69900000,3049,3
62800000,3067,3
69000000,2755,3
63000000,3027,3
62900000,2764,3
63000000,2760,3
62900000,2764,3
75200000,2760,3
69200000,3300,3
69100000,3036,3
67800000,3035,3
68100000,2975,3
68400000,2991,3
73100000,3000,3
61400000,3210,3
67700000,2695,3
66400000,2970,3
113200000,2915,3
72700000,4969,4
66600000,3189,3
66900000,2922,3
66900000,2937,3
72800000,2935,3
66800000,3194,3
71600000,2931,3
65700000,3144,3
72100000,2885,3
72000000,3165,3
71100000,3161,3
5250000,3120,3
6800000,1050,2
9410000,1350,3
8500000,1344,2
9324000,1669,3
9324000,1335,2
9324000,1332,2
9324000,1331,2
4806000,1334,2
5009000,1154,2
7504000,1024,2
7504000,1204,2
5200000,1204,2
8209000,1150,2
6183000,1404,3
5070000,1350,3
5610000,935,2
4809000,1225,2
11200000,904,2
8672000,1620,3
11700000,1235,2
14600000,1715,3
17000000,2024,3
7698999,2359,4
6556000,1604,3
13899999,1366,3
7938000,1936,3
9576000,1323,2
7200000,1596,3
7890000,1200,2
7884000,1315,2
7656000,1314,2
6816000,1276,2
7343000,1136,2
7434000,1546,3
7488000,1239,2
4956000,1248,2
7781999,826,1
7776000,1297,2
7692000,1296,2
9288000,1282,2
7420000,1548,3
7250000,1060,2
9410000,1518,3
9410000,1344,2
9410000,1344,2
9410000,1344,2
11500000,1344,2
7505000,1800,3
9494000,1203,2
8206000,1342,2
5008000,1404,3
4700000,1025,2
4700000,1140,2
6000000,1140,2
4700000,1360,3
4400000,1140,2
4700000,1119,2
4400000,1140,2
3500000,1119,2
4700000,950,2
6900000,1140,2
4400000,1200,2
5200000,1119,2
9324000,1150,2
6700000,1333,2
6859999,979,2
5900000,982,2
6859999,1400,2
5900000,981,2
6859999,1400,2
5900000,978,2
6859999,1400,2
9300000,980,2
9324000,1335,3
9324000,1335,2
6859999,1336,2
9324000,980,2
5900000,1338,2
6859999,1325,2
9324000,981,2
6859999,1326,3
6859999,982,2
6859999,982,2
